,Unnamed: 0,contributor,hl_num,image_src,isbn,medium,price,product_link,series,title,voicing,series.1,publisher,format,high_quality_image_link,details
5457,5457,"Authors: Todd Lowry,Dan Geisler",122265,https://halleonard-common.s3.amazonaws.com/item_gif/00122265.gif,9.78148E+12,Softcover with CD,$24.99 (US),https://www.halleonard.com/product/122265/100-country-lessons?subsiteid=1,Piano Instruction,100 Country Lessons,,,,,,
5458,5458,Editor: Richard Walters,488,https://halleonard-common.s3.amazonaws.com/item_gif/00000488.gif,9.78142E+12,Softcover Audio Online,$44.99 (US),https://www.halleonard.com/product/488/singers-musical-theatre-anthology--volume-2?subsiteid=1,Vocal Collection,Singer's Musical Theatre Anthology – Volume 2,,,,,,
5459,5459,Johannes Brahms,51481085,https://halleonard-common.s3.amazonaws.com/item_gif/99991620.gif,,Hardcover,$62.95 (US),https://www.halleonard.com/product/51481085/sonatas-scherzo-and-ballades?subsiteid=1,Henle Music Folios,"Sonatas, Scherzo and Ballades","
			Piano
			
		",,,,,
5460,5460,Various,49019569,https://halleonard-common.s3.amazonaws.com/item_gif/49019569.gif,9.7838E+12,Softcover with CD,$19.99 (US),https://www.halleonard.com/product/49019569/easy-concert-pieces-for-guitar--volume-1?subsiteid=1,Guitar,Easy Concert Pieces for Guitar – Volume 1,,,,,,
5461,5461,Colbie Caillat,2501731,https://halleonard-common.s3.amazonaws.com/item_gif/02501731.gif,9.7816E+12,Softcover,$10.99 (US),https://www.halleonard.com/product/2501731/colbie-caillat--strum--sing-ukulele?subsiteid=1,Ukulele,Colbie Caillat – Strum & Sing Ukulele,,,,,,
5462,5462,Various,702013,https://halleonard-common.s3.amazonaws.com/item_gif/00702013.gif,9.78079E+12,,$7.95 (US),https://www.halleonard.com/product/702013/country-hits--2nd-edition?subsiteid=1,Paperback Songs,Country Hits – 2nd Edition,,,,,,
5463,5463,Happy Traum,642121,https://halleonard-common.s3.amazonaws.com/item_gif/00642121.gif,9.7816E+12,"Softcover with CD
				 - TAB",$19.95 (US),https://www.halleonard.com/product/642121/the-happy-traum-guitar-method--basic-theory-that-every-guitarist-should-know?subsiteid=1,Homespun Tapes,The Happy Traum Guitar Method – Basic Theory That Every Guitarist Should Know,,,,,,
5464,5464,Various,315973,https://halleonard-common.s3.amazonaws.com/item_gif/00315973.gif,9.78146E+12,Softcover,$16.99 (US),https://www.halleonard.com/product/315973/the-hunger-games?subsiteid=1,Piano/ Vocal/ Guitar Songbook,The Hunger Games,,,,,,
5465,5465,Various,249665,https://halleonard-common.s3.amazonaws.com/item_gif/00249665.gif,9.78154E+12,Softcover,$19.99 (US),https://www.halleonard.com/product/249665/the-three-chord-songbook?subsiteid=1,Piano/ Vocal/ Guitar Songbook,The Three Chord Songbook,,,,,,
5466,5466,Dream Theater,111938,https://halleonard-common.s3.amazonaws.com/item_gif/00111938.gif,9.78148E+12,"Softcover Audio Online
				 - TAB",$24.99 (US),https://www.halleonard.com/product/111938/dream-theater?subsiteid=1,Guitar Play-Along,Dream Theater,,,,,,
5467,5467,Various,278488,https://halleonard-common.s3.amazonaws.com/item_gif/00278488.gif,9.78154E+12,"Softcover Audio Online
				 - TAB",$19.99 (US),https://www.halleonard.com/product/278488/three-chord-songs?subsiteid=1,Deluxe Guitar Play-Along,Three Chord Songs,,,,,,
5468,5468,Various Authors,14003803,https://halleonard-common.s3.amazonaws.com/item_gif/14003803.gif,,DVD,$19.95 (US),https://www.halleonard.com/product/14003803/iplaymusic-beginner-guitar-lessons--level-1?subsiteid=1,Music Sales America,iPlayMusic Beginner Guitar Lessons – Level 1,,,,,,
5469,5469,Beatles,320989,https://halleonard-common.s3.amazonaws.com/item_gif/00320989.gif,9.78142E+12,"DVD
				 - TAB",$16.99 (US),https://www.halleonard.com/product/320989/lennon--mccartney-acoustic?subsiteid=1,Guitar Play-Along DVD,Lennon & McCartney Acoustic,,,,,,
5470,5470,Rick Ruskin,320675,https://halleonard-common.s3.amazonaws.com/item_gif/00320675.gif,9.78142E+12,DVD,$29.95 (US),https://www.halleonard.com/product/320675/acoustic-fingerstyle-guitar?subsiteid=1,Instructional/ Guitar/ DVD,Acoustic Fingerstyle Guitar,,,,,,
5471,5471,Various,141192,https://halleonard-common.s3.amazonaws.com/item_gif/00141192.gif,9.7815E+12,Softcover Audio Online,$14.99 (US),https://www.halleonard.com/product/141192/jazz?subsiteid=1,Ukulele Play-Along,Jazz,,,,,,
5472,5472,Franz Schubert,400249,https://halleonard-common.s3.amazonaws.com/item_gif/00400249.gif,9.7816E+12,Softcover Audio Online,$19.99 (US),https://www.halleonard.com/product/400249/schubert--quintet-in-a-major-op-114-d667-the-trout?subsiteid=1,Music Minus One,"Schubert – Quintet in A Major, Op. 114, D667 “The Trout”",,,,,,
5473,5473,Editor: Richard Walters,1157,https://halleonard-common.s3.amazonaws.com/item_gif/00001157.gif,9.78142E+12,CD,$22.99 (US),https://www.halleonard.com/product/1157/the-singers-musical-theatre-anthology--volume-5?subsiteid=1,Vocal Collection,The Singer's Musical Theatre Anthology – Volume 5,,,,,,
5474,5474,Various,50600069,https://halleonard-common.s3.amazonaws.com/item_gif/50600069.gif,9.7815E+12,Softcover,$12.99 (US),https://www.halleonard.com/product/50600069/20th-century-american-composers--upper-intermediate-level-piano?subsiteid=1,Piano Collection,20th Century American Composers – Upper Intermediate Level Piano,,,,,,
5475,5475,Various,50486259,https://halleonard-common.s3.amazonaws.com/item_gif/50486259.gif,9.78142E+12,Softcover with CD,$19.99 (US),https://www.halleonard.com/product/50486259/diction-coach--g-schirmer-opera-anthology-arias-for-baritone?subsiteid=1,Vocal Collection,Diction Coach – G. Schirmer Opera Anthology (Arias for Baritone),,,,,,
5476,5476,Editor: Joan Frey Boytim,50485225,https://halleonard-common.s3.amazonaws.com/item_gif/50485225.gif,9.78063E+12,Softcover Audio Online,$27.99 (US),https://www.halleonard.com/product/50485225/the-second-book-of-soprano-solos-part-ii?subsiteid=1,Vocal Collection,The Second Book of Soprano Solos Part II,,,,,,
5477,5477,Joe Santerre,50449508,https://halleonard-common.s3.amazonaws.com/item_gif/50449508.gif,9.78063E+12,"Softcover Audio Online
				 - TAB",$22.99 (US),https://www.halleonard.com/product/50449508/slap-bass-lines?subsiteid=1,Berklee Labs,Slap Bass Lines,,,,,,
5478,5478,Elena Kats-Chernin,48024752,https://halleonard-common.s3.amazonaws.com/item_gif/48024752.gif,9.78379E+12,Softcover,$6.99 (US),https://www.halleonard.com/product/48024752/eliza-aria?subsiteid=1,BH Piano,Eliza Aria,"
			Piano
			
		",,,,,
5479,5479,Joaquin Rodrigo,14027625,https://halleonard-common.s3.amazonaws.com/item_gif/14027625.gif,9.78071E+12,,$15.95 (US),https://www.halleonard.com/product/14027625/cuatro-madrigales-amatorios?subsiteid=1,Music Sales America,Cuatro Madrigales Amatorios,"
			Medium Voice
			
		",,,,,
5480,5480,Editor: Richard Walters,740231,https://halleonard-common.s3.amazonaws.com/item_gif/00740231.gif,9.78063E+12,CD,$24.99 (US),https://www.halleonard.com/product/740231/the-singers-musical-theatre-anthology--volume-2-revised?subsiteid=1,Vocal Collection,"The Singer's Musical Theatre Anthology – Volume 2, Revised",,,,,,
5481,5481,Various,700509,https://halleonard-common.s3.amazonaws.com/item_gif/00700509.gif,9.78142E+12,"Softcover Audio Online
				 - TAB",$15.99 (US),https://www.halleonard.com/product/700509/blues-classics?subsiteid=1,Guitar Play-Along,Blues Classics,,,,,,
5482,5482,Various,700507,https://halleonard-common.s3.amazonaws.com/item_gif/00700507.gif,9.78142E+12,"Softcover Audio Online
				 - TAB",$16.99 (US),https://www.halleonard.com/product/700507/rock-instrumentals?subsiteid=1,Guitar Play-Along,Rock Instrumentals,,,,,,
5483,5483,Various,697296,https://halleonard-common.s3.amazonaws.com/item_gif/00697296.gif,9.78079E+12,"Softcover Audio Online
				 - TAB",$14.99 (US),https://www.halleonard.com/product/697296/ifastitrack-guitar-songbook-1--level-2?subsiteid=1,Fast Track Music Instruction,FastTrack Guitar Songbook 1 – Level 2,,,,,,
5484,5484,Edna Mae Burnam,404375,https://halleonard-common.s3.amazonaws.com/item_gif/00404375.gif,,,$3.50 (US),https://www.halleonard.com/product/404375/spin-and-tell--game-1?subsiteid=1,Willis,Spin and Tell – Game 1,,,,,,
5485,5485,Sergei Rachmaninoff,400604,https://halleonard-common.s3.amazonaws.com/item_gif/00400604.gif,9.7816E+12,Softcover Audio Online,$24.99 (US),https://www.halleonard.com/product/400604/rachmaninov--rhapsody-on-a-theme-of-paganini?subsiteid=1,Music Minus One,Rachmaninov – Rhapsody on a Theme of Paganini,,,,,,
5486,5486,Various,400504,https://halleonard-common.s3.amazonaws.com/item_gif/00400504.gif,9.7816E+12,Softcover Audio Online,$14.99 (US),https://www.halleonard.com/product/400504/bluegrass-banjo?subsiteid=1,Music Minus One,Bluegrass Banjo,,,,,,
5487,5487,Neil Bartram,190369,https://halleonard-common.s3.amazonaws.com/item_gif/00190369.gif,9.7815E+12,Softcover,$19.99 (US),https://www.halleonard.com/product/190369/the-theory-of-relativity?subsiteid=1,Vocal Selections,The Theory of Relativity,,,,,,
5488,5488,Various,147116,https://halleonard-common.s3.amazonaws.com/item_gif/00147116.gif,9.7815E+12,Softcover,$14.99 (US),https://www.halleonard.com/product/147116/great-instrumentals?subsiteid=1,Piano Solo Songbook,Great Instrumentals,,,,,,
5489,5489,"Composers: Maurice White,Al McKay,Allee Willis",7012567,https://halleonard-common.s3.amazonaws.com/item_gif/07012567.gif,,,$50.00 (US),https://www.halleonard.com/product/7012567/september-key-c?subsiteid=1,Vocal Solo/ Jazz Ensemble Series,September (Key: C),"
			Score & Parts
			
		",,,,,
5490,5490,Frederic Chopin,132228,https://halleonard-common.s3.amazonaws.com/item_gif/00132228.gif,9.78148E+12,Softcover,$17.95 (US),https://www.halleonard.com/product/132228/concert-allegro-variations?subsiteid=1,PWM,Concert Allegro Variations,,,,,,
5491,5491,Allan Jaffe,471,https://halleonard-common.s3.amazonaws.com/item_gif/00000471.gif,9.78142E+12,"Softcover with CD
				 - TAB",$9.95 (US),https://www.halleonard.com/product/471/mysterioso?subsiteid=1,Essential Elements Guitar,Mysterioso,,,,,,
5492,5492,Various,150045,https://halleonard-common.s3.amazonaws.com/item_gif/00150045.gif,9.7815E+12,Softcover,$9.99 (US),https://www.halleonard.com/product/150045/see-you-again-flashlight--more-hot-singles?subsiteid=1,Pop Piano Hits,"See You Again, Flashlight & More Hot Singles",,,,,,
5493,5493,George Heussenstamm,312062,https://halleonard-common.s3.amazonaws.com/item_gif/00312062.gif,9.78142E+12,Softcover,$27.50 (US),https://www.halleonard.com/product/312062/hal-leonard-harmony--theory--part-1-diatonic?subsiteid=1,Music Instruction,Hal Leonard Harmony & Theory – Part 1: Diatonic,,,,,,
5494,5494,"Composers: Richard Rodgers,Oscar Hammerstein II",1121001,https://halleonard-common.s3.amazonaws.com/item_gif/01121001.gif,9.78079E+12,,$70.00 (US),https://www.halleonard.com/product/1121001/carousel?subsiteid=1,Vocal Score,Carousel,,,,,,
5495,5495,Sublime,690992,https://halleonard-common.s3.amazonaws.com/item_gif/00690992.gif,9.78142E+12,"Softcover
				 - TAB",$19.99 (US),https://www.halleonard.com/product/690992/sublime--robbin-the-hood?subsiteid=1,Guitar Recorded Version,Sublime – Robbin' the Hood,,,,,,
5496,5496,Michael Bublé,307117,https://halleonard-common.s3.amazonaws.com/item_gif/00307117.gif,9.78142E+12,,$16.99 (US),https://www.halleonard.com/product/307117/michael-buble--crazy-love?subsiteid=1,Piano/ Vocal/ Guitar Artist Songbook,Michael Bublé – Crazy Love,,,,,,
5497,5497,"Artists: Bruno Mars,Mark Ronson",7013524,https://halleonard-common.s3.amazonaws.com/item_gif/07013524.gif,,Softcover,$55.00 (US),https://www.halleonard.com/product/7013524/uptown-funk?subsiteid=1,Vocal Solo/ Jazz Ensemble Series,Uptown Funk,"
			Score & Parts
			
		",,,,,
5498,5498,Peggy Lee,306135,https://halleonard-common.s3.amazonaws.com/item_gif/00306135.gif,9.78079E+12,,$19.99 (US),https://www.halleonard.com/product/306135/the-peggy-lee-songbook?subsiteid=1,Piano/ Vocal/ Guitar Artist Songbook,The Peggy Lee Songbook,,,,,,
5499,5499,The Beatles,313146,https://halleonard-common.s3.amazonaws.com/item_gif/00313146.gif,9.78063E+12,,$17.99 (US),https://www.halleonard.com/product/313146/the-beatles--yellow-submarine?subsiteid=1,Piano/ Vocal/ Guitar Artist Songbook,The Beatles – Yellow Submarine,,,,,,
5500,5500,Michael Bublé,306903,https://halleonard-common.s3.amazonaws.com/item_gif/00306903.gif,9.78142E+12,Softcover,$19.99 (US),https://www.halleonard.com/product/306903/michael-buble--call-me-irresponsible?subsiteid=1,Vocal Piano,Michael Bublé – Call Me Irresponsible,,,,,,
5501,5501,Blake Shelton,101780,https://halleonard-common.s3.amazonaws.com/item_gif/00101780.gif,9.78148E+12,Softcover,$17.99 (US),https://www.halleonard.com/product/101780/blake-shelton-greatest-hits?subsiteid=1,Piano/ Vocal/ Guitar Artist Songbook,Blake Shelton Greatest Hits,,,,,,
5502,5502,Dmitri Shostakovich,50600330,https://halleonard-common.s3.amazonaws.com/item_gif/50600330.gif,,Softcover,$80.00 (US),https://www.halleonard.com/product/50600330/24-preludes-and-fugues-op-87?subsiteid=1,DSCH,"24 Preludes and Fugues, Op. 87",,,,,,
5503,5503,Bob Dylan,14004738,https://halleonard-common.s3.amazonaws.com/item_gif/14004738.gif,9.78071E+12,Softcover,$34.99 (US),https://www.halleonard.com/product/14004738/bob-dylan-anthology?subsiteid=1,Music Sales America,Bob Dylan Anthology,,,,,,
5504,5504,Katy Perry,701912,https://halleonard-common.s3.amazonaws.com/item_gif/00701912.gif,9.78074E+12,Softcover,$17.99 (US),https://www.halleonard.com/product/701912/katy-perry--teenage-dream?subsiteid=1,Piano/ Vocal/ Guitar Artist Songbook,Katy Perry – Teenage Dream,"
			Piano/ Voice/ Guitar
			
		",,,,,
5505,5505,Ken Parille,696030,https://halleonard-common.s3.amazonaws.com/item_gif/00696030.gif,9.78142E+12,"Softcover with CD
				 - TAB",$19.95 (US),https://www.halleonard.com/product/696030/50-essential-guitar-lessons?subsiteid=1,Guitar Educational,50 Essential Guitar Lessons,,,,,,
5506,5506,Audioslave,672527,https://halleonard-common.s3.amazonaws.com/item_gif/00672527.gif,9.78063E+12,TAB,$24.95 (US),https://www.halleonard.com/product/672527/audioslave?subsiteid=1,Transcribed Score,Audioslave,,,,,,
5507,5507,David Schnaufer,641894,https://halleonard-common.s3.amazonaws.com/item_gif/00641894.gif,9.7816E+12,DVD,$29.95 (US),https://www.halleonard.com/product/641894/learning-mountain-dulcimer?subsiteid=1,DVD/ Instructional/ Folk Instrmt,Learning Mountain Dulcimer,,,,,,
5508,5508,Pat Metheny,124983,https://halleonard-common.s3.amazonaws.com/item_gif/00124983.gif,9.78148E+12,Softcover,$19.99 (US),https://www.halleonard.com/product/124983/pat-metheny-unity-group--kin?subsiteid=1,"Lead Sheets: Melody line, lyrics and chord symbols",Pat Metheny Unity Group – Kin,,,,,,
5509,5509,Editor: Ernst Herttrich,51480922,https://halleonard-common.s3.amazonaws.com/item_gif/51480922.gif,,Softcover,$56.95 (US),https://www.halleonard.com/product/51480922/complete-piano-works--volume-2?subsiteid=1,Henle Music Folios,Complete Piano Works – Volume 2,,,,,,
5510,5510,Duke Robillard,289942,https://halleonard-common.s3.amazonaws.com/item_gif/00289942.gif,9.78154E+12,"Softcover Video Online
				 - TAB",$19.99 (US),https://www.halleonard.com/product/289942/duke-robillard--uptown-blues-jazz-rock--swing-guitar?subsiteid=1,Hot Licks,"Duke Robillard – Uptown Blues, Jazz Rock & Swing Guitar",,,,,,
5511,5511,Antonín Dvorák,51481044,https://halleonard-common.s3.amazonaws.com/item_gif/51481044.gif,,Softcover,$10.00 (US),https://www.halleonard.com/product/51481044/humoresques-op-101?subsiteid=1,Henle Music Folios,Humoresques Op. 101,,,,,,
5512,5512,Carl Humphries,332750,https://halleonard-common.s3.amazonaws.com/item_gif/00332750.gif,9.78088E+12,Hardcover with CD,$29.99 (US),https://www.halleonard.com/product/332750/the-piano-improvisation-handbook?subsiteid=1,Book,The Piano Improvisation Handbook,,,,,,
5513,5513,The Beatles,312017,https://halleonard-common.s3.amazonaws.com/item_gif/00312017.gif,9.78142E+12,Softcover,$16.99 (US),https://www.halleonard.com/product/312017/the-beatles-a-i?subsiteid=1,Piano Chord Songbook,The Beatles A-I,,,,,,
5514,5514,Various,152230,https://halleonard-common.s3.amazonaws.com/item_gif/00152230.gif,9.7815E+12,Softcover Media Online,$17.99 (US),https://www.halleonard.com/product/152230/teach-yourself-to-play-guitar-songs-smoke-on-the-water--9-more-hard-rock-classics?subsiteid=1,Teach Yourself,Teach Yourself to Play Guitar Songs: “Smoke on the Water” & 9 More Hard Rock Classics,,,,,,
5515,5515,Various,,https://halleonard-common.s3.amazonaws.com/item_gif/00238676.gif,,,,https://www.halleonard.com/product-family/PC21181/the-singers-anthology-of-american-standards?subsiteid=1,Vocal Collection,The Singer's Anthology of American Standards,"
			Book
			
		",,,,,
5516,5516,Denes Agay,14001233,https://halleonard-common.s3.amazonaws.com/item_gif/14001233.gif,9.78071E+12,Softcover,$14.99 (US),https://www.halleonard.com/product/14001233/the-joy-of-christmas?subsiteid=1,Yorktown,The Joy of Christmas,,,,,,
5517,5517,Dave Eastlee,695659,https://halleonard-common.s3.amazonaws.com/item_gif/00695659.gif,9.78063E+12,"Softcover with CD
				 - TAB",$15.95 (US),https://www.halleonard.com/product/695659/scale-chord-connection?subsiteid=1,REH Publications,Scale-Chord Connection,,,,,,
5518,5518,Five Finger Death Punch,691181,https://halleonard-common.s3.amazonaws.com/item_gif/00691181.gif,9.78146E+12,"Softcover
				 - TAB",$22.99 (US),https://www.halleonard.com/product/691181/five-finger-death-punch--american-capitalist?subsiteid=1,Guitar Recorded Version,Five Finger Death Punch – American Capitalist,,,,,,
5519,5519,Cry Of Love,691171,https://halleonard-common.s3.amazonaws.com/item_gif/00691171.gif,9.78146E+12,"Softcover
				 - TAB",$22.99 (US),https://www.halleonard.com/product/691171/cry-of-love--brother?subsiteid=1,Guitar Recorded Version,Cry of Love – Brother,,,,,,
5520,5520,Various,359260,https://halleonard-common.s3.amazonaws.com/item_gif/00359260.gif,9.78142E+12,Softcover,$19.95 (US),https://www.halleonard.com/product/359260/the-big-band-era--2nd-edition?subsiteid=1,Piano/ Vocal/ Guitar Songbook,The Big Band Era – 2nd Edition,,,,,,
5521,5521,Greg Koch,320431,https://halleonard-common.s3.amazonaws.com/item_gif/00320431.gif,9.78063E+12,DVD,$19.95 (US),https://www.halleonard.com/product/320431/blues?subsiteid=1,Instructional/ Guitar/ DVD,Blues,,,,,,
5522,5522,"Composers: Frederick Loewe,Alan Jay Lerner",312266,https://halleonard-common.s3.amazonaws.com/item_gif/00312266.gif,9.78088E+12,,$70.00 (US),https://www.halleonard.com/product/312266/my-fair-lady?subsiteid=1,Vocal Score,My Fair Lady,,,,,,
5523,5523,Various,288709,https://halleonard-common.s3.amazonaws.com/item_gif/00288709.gif,9.78086E+12,Softcover Media Online,$18.50 (US),https://www.halleonard.com/product/288709/trinity-rock--pop-2018-keyboards?subsiteid=1,Piano,Trinity Rock & Pop 2018 Keyboards,,,,,,
5524,5524,Various,222549,https://halleonard-common.s3.amazonaws.com/item_gif/00222549.gif,9.78079E+12,Softcover,$8.99 (US),https://www.halleonard.com/product/222549/christmas-songs-for-kids--2nd-edition?subsiteid=1,Big Note Songbook,Christmas Songs for Kids – 2nd Edition,,,,,,
5525,5525,Sam Smith,145765,https://halleonard-common.s3.amazonaws.com/item_gif/00145765.gif,9.7815E+12,Softcover,$16.99 (US),https://www.halleonard.com/product/145765/sam-smith--in-the-lonely-hour?subsiteid=1,Easy Piano Personality,Sam Smith – In the Lonely Hour,,,,,,
5526,5526,Various,137780,https://halleonard-common.s3.amazonaws.com/item_gif/00137780.gif,9.7815E+12,Softcover,$12.99 (US),https://www.halleonard.com/product/137780/top-country-songs?subsiteid=1,E-Z Play Today,Top Country Songs,,,,,,
5527,5527,Elton John,123617,https://halleonard-common.s3.amazonaws.com/item_gif/00123617.gif,9.78148E+12,Softcover,$16.99 (US),https://www.halleonard.com/product/123617/elton-john--the-diving-board?subsiteid=1,Piano/ Vocal/ Guitar Artist Songbook,Elton John – The Diving Board,,,,,,
5528,5528,Taylor Swift,116956,https://halleonard-common.s3.amazonaws.com/item_gif/00116956.gif,9.78148E+12,Softcover,$10.99 (US),https://www.halleonard.com/product/116956/taylor-swift-hits?subsiteid=1,E-Z Play Today,Taylor Swift Hits,,,,,,
5529,5529,Jimi Hendrix,110602,https://halleonard-common.s3.amazonaws.com/item_gif/00110602.gif,9.78148E+12,"Softcover
				 - TAB",$12.99 (US),https://www.halleonard.com/product/110602/jimi-hendrix--smash-hits-for-banjo?subsiteid=1,Banjo,Jimi Hendrix – Smash Hits for Banjo,,,,,,
5530,5530,AC/DC,14037641,https://halleonard-common.s3.amazonaws.com/item_gif/14037641.gif,9.78185E+12,"Softcover with CD
				 - TAB",$24.99 (US),https://www.halleonard.com/product/14037641/play-bass-with-the-best-of-acdc?subsiteid=1,Music Sales America,Play Bass with the Best of AC/DC,,,,,,
5531,5531,Andrew Lloyd Webber,1120,https://halleonard-common.s3.amazonaws.com/item_gif/00001120.gif,9.78142E+12,Softcover,$22.99 (US),https://www.halleonard.com/product/1120/andrew-lloyd-webber-vocal-duets?subsiteid=1,Vocal Collection,Andrew Lloyd Webber Vocal Duets,,,,,,
5532,5532,Stephen Sondheim,313306,https://halleonard-common.s3.amazonaws.com/item_gif/00313306.gif,9.78142E+12,,$29.99 (US),https://www.halleonard.com/product/313306/follies--the-complete-collection?subsiteid=1,Vocal Selections,Follies – The Complete Collection,,,,,,
5533,5533,Various,268762,https://halleonard-common.s3.amazonaws.com/item_gif/00268762.gif,9.78154E+12,Softcover,$24.99 (US),https://www.halleonard.com/product/268762/the-singers-musical-theatre-anthology-tenor---16-bar-audition---revised-replaces-00230041?subsiteid=1,Vocal Collection,The Singer's Musical Theatre Anthology: Tenor - 16-bar Audition - Revised (Replaces 00230041),,,,,,
5534,5534,Johannes Brahms,51481368,https://halleonard-common.s3.amazonaws.com/item_gif/51481368.gif,,Softcover,$30.95 (US),https://www.halleonard.com/product/51481368/works-for-organ--revised-edition?subsiteid=1,Henle Music Folios,Works for Organ – Revised Edition,,,,,,
5535,5535,Antonín Dvorák,51481086,https://halleonard-common.s3.amazonaws.com/item_gif/51481086.gif,,Softcover,$6.95 (US),https://www.halleonard.com/product/51481086/humoresque-in-g-flat-major-op-101-no-7?subsiteid=1,Henle Music Folios,"Humoresque in G-flat major, Op. 101, No. 7",,,,,,
5536,5536,Editor: William Stickles,50329450,https://halleonard-common.s3.amazonaws.com/item_gif/50329450.gif,,,$14.99 (US),https://www.halleonard.com/product/50329450/schirmers-organ-and-piano-duets?subsiteid=1,Piano Duet,Schirmer's Organ and Piano Duets,,,,,,
5537,5537,The White Stripes,2501095,https://halleonard-common.s3.amazonaws.com/item_gif/02501095.gif,9.7816E+12,"Softcover
				 - TAB",$19.99 (US),https://www.halleonard.com/product/2501095/the-white-stripes--icky-thump?subsiteid=1,Play It Like It Is,The White Stripes – Icky Thump,,,,,,
5538,5538,The Beatles,740146,https://halleonard-common.s3.amazonaws.com/item_gif/00740146.gif,9.78063E+12,,$18.95 (US),https://www.halleonard.com/product/740146/the-beatles?subsiteid=1,Vocal Collection,The Beatles,,,,,,
5539,5539,Ron Centola,333525,https://halleonard-common.s3.amazonaws.com/item_gif/00333525.gif,9.78098E+12,Softcover,$14.95 (US),https://www.halleonard.com/product/333525/beginning-guitar?subsiteid=1,Book,Beginning Guitar,,,,,,
5540,5540,Michael Thompson,320392,https://halleonard-common.s3.amazonaws.com/item_gif/00320392.gif,9.78063E+12,DVD,$14.95 (US),https://www.halleonard.com/product/320392/beginning-acoustic-guitar?subsiteid=1,Instructional/ Guitar/ DVD,Beginning Acoustic Guitar,,,,,,
5541,5541,Blossom Dearie,307202,https://halleonard-common.s3.amazonaws.com/item_gif/00307202.gif,9.78162E+12,Softcover,$16.99 (US),https://www.halleonard.com/product/307202/the-blossom-dearie-songbook?subsiteid=1,Piano/ Vocal/ Guitar Artist Songbook,The Blossom Dearie Songbook,,,,,,
5542,5542,Various,296842,https://halleonard-common.s3.amazonaws.com/item_gif/00296842.gif,9.78162E+12,Softcover with CD,$12.99 (US),https://www.halleonard.com/product/296842/popular-favorites-book-2?subsiteid=1,Educational Piano Library,Popular Favorites Book 2,,,,,,
5543,5543,"Composers: George Gershwin,Ira Gershwin",159641,https://halleonard-common.s3.amazonaws.com/item_gif/00159641.gif,9.7815E+12,Softcover,$16.99 (US),https://www.halleonard.com/product/159641/my-first-gershwin-song-book?subsiteid=1,Easy Piano Songbook,My First Gershwin Song Book,,,,,,
5544,5544,Mark White,154107,https://halleonard-common.s3.amazonaws.com/item_gif/00154107.gif,9.78088E+12,"Softcover Audio Online
				 - TAB",$19.99 (US),https://www.halleonard.com/product/154107/jazz-guitar-fretboard-navigation?subsiteid=1,Berklee Guide,Jazz Guitar Fretboard Navigation,,,,,,
5545,5545,Matt Redman,116963,https://halleonard-common.s3.amazonaws.com/item_gif/00116963.gif,9.78148E+12,Softcover,$19.99 (US),https://www.halleonard.com/product/116963/matt-redman--sing-like-never-before-the-essential-collection?subsiteid=1,Piano/ Vocal/ Guitar Artist Songbook,Matt Redman – Sing like Never Before: The Essential Collection,,,,,,
5546,5546,"Artists: Glen Hansard,The Swell Season,Markéta Irglová",109725,https://halleonard-common.s3.amazonaws.com/item_gif/00109725.gif,9.78148E+12,"Softcover
				 - TAB",$14.99 (US),https://www.halleonard.com/product/109725/once?subsiteid=1,Easy Guitar,Once,,,,,,
5547,5547,Ken Perlman,306,https://halleonard-common.s3.amazonaws.com/item_gif/00000306.gif,9.78157E+12,"Softcover with CD
				 - TAB",$24.95 (US),https://www.halleonard.com/product/306/advanced-fingerstyle-guitar?subsiteid=1,Guitar,Advanced Fingerstyle Guitar,,,,,,
5548,5548,Ludwig van Beethoven,51480772,https://halleonard-common.s3.amazonaws.com/item_gif/51480772.gif,,Softcover,$12.95 (US),https://www.halleonard.com/product/51480772/piano-sonata-no-2-in-a-major-op-2-no-2?subsiteid=1,Henle Music Folios,"Piano Sonata No. 2 in A Major, Op. 2, No. 2",,,,,,
5549,5549,Johannes Brahms,51480565,https://halleonard-common.s3.amazonaws.com/item_gif/51480565.gif,,Hardcover,$56.95 (US),https://www.halleonard.com/product/51480565/klavierstucke?subsiteid=1,Henle Music Folios,Klavierstücke,,,,,,
5550,5550,Jürgen Moser,49017747,https://halleonard-common.s3.amazonaws.com/item_gif/49017747.gif,9.78185E+12,Softcover with CD,$29.99 (US),https://www.halleonard.com/product/49017747/discovering-rock-piano--volume-2?subsiteid=1,Piano,Discovering Rock Piano – Volume 2,,,,,,
5551,5551,Vivian Campbell,14006042,https://halleonard-common.s3.amazonaws.com/item_gif/14006042.gif,,DVD,$24.95 (US),https://www.halleonard.com/product/14006042/vivian-campbell--lead-master-class?subsiteid=1,Music Sales America,Vivian Campbell – Lead Master Class,,,,,,
5552,5552,Various,7011318,https://halleonard-common.s3.amazonaws.com/item_gif/07011318.gif,9.78142E+12,Softcover with CD,$14.95 (US),https://www.halleonard.com/product/7011318/swing-favorites--piano?subsiteid=1,Big Band Play-Along,Swing Favorites – Piano,,,,,,
